"instance_index","explanation","justification"
142,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
143,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
144,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
145,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
146,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
147,"MSinceOldestTradeOpen is between 2 (incl) to 99 (incl) THEN RiskPerformance is Bad","There were 96 clients which match the conditions of this rule in the training dataset. Out of these 92 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  96 %."
148,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
149,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
150,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
151,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
152,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
153,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
154,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
155,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
156,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
157,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
158,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
159,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
160,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
161,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
162,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
163,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
164,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
165,"MaxDelq2PublicRecLast12M is between -9 (incl) to 5 (incl) THEN RiskPerformance is Bad","There were 35 clients which match the conditions of this rule in the training dataset. Out of these 32 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  89 %."
166,"MSinceOldestTradeOpen is between 4 (incl) to 97 (incl) THEN RiskPerformance is Bad","There were 1286 clients which match the conditions of this rule in the training dataset. Out of these 953 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  74 %."
167,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
168,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
169,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
170,"NetFractionRevolvingBurden is between 64 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1901 clients which match the conditions of this rule in the training dataset. Out of these 1476 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  78 %."
171,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
172,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
173,"ExternalRiskEstimate is between 36 (incl) to 63 (incl) THEN RiskPerformance is Bad","There were 2148 clients which match the conditions of this rule in the training dataset. Out of these 1757 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  82 %."
174,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
175,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
176,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
177,"PercentTradesWBalance is between 88 (incl) to Inf (incl) THEN RiskPerformance is Bad","There were 1898 clients which match the conditions of this rule in the training dataset. Out of these 1384 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  73 %."
178,"PercentTradesNeverDelq is between 11 (incl) to 85 (incl) THEN RiskPerformance is Bad","There were 1810 clients which match the conditions of this rule in the training dataset. Out of these 1397 are predicted correctly as having RiskPerformance=Bad by this rule. The confidence of the rule is thus  77 %."
179,"ExternalRiskEstimate is between 82 (incl) to Inf (incl) THEN RiskPerformance is Good","There were 2058 clients which match the conditions of this rule in the training dataset. Out of these 1677 are predicted correctly as having RiskPerformance=Good by this rule. The confidence of the rule is thus  81 %."
180,"No specific rule applies to this instance. In such case, RiskPerformance=Good is assumed",""
